13972,11550-7635,Nassau,South Hempstead,NY,United States,11550
117871,10301-4131,Richmond,Staten Island,NY,United States,10301
261018,11354-5019,Queens,Queens,NY,United States,11354
10555,11758-2820,Nassau,North Massapequa,NY,United States,11758
289719,11385-5316,Kings,Queens,NY,United States,11385
194208,10916-3213,Orange,S Bloomng Grv,NY,United States,10916
126850,11751-2927,Suffolk,Islip Manor,NY,United States,11751
258991,10308-3230,Richmond,Staten Island,NY,United States,10308
263019,10304-2703,Richmond,Staten Island,NY,United States,10304
195551,10530-2746,Fairfield,Hartsdale,NY,United States,10530
291793,10580-1829,Fairfield,Rye,NY,United States,10580
128619,10467-1345,Bronx,Mosholu,NY,United States,10467
100116,11375-1740,Queens,Queens,NY,United States,11375
121617,11215-4823,Kings,Brooklyn,NY,United States,11215
154066,10016-7395,New York,Manhattan,NY,United States,10016
8116,11501-4205,Nassau,Mineola,NY,United States,11501
7506,11565-1916,Nassau,Malverne,NY,United States,11565
285625,11230-5899,Kings,Brooklyn,NY,United States,11230
249807,10023-2438,New York,Manhattan,NY,United States,10023
123935,11219-4104,Kings,Brooklyn,NY,United States,11219
118445,11237-5924,Kings,Brooklyn,NY,United States,11237
155653,10025-8830,New York,Manhattan,NY,United States,10025
216797,11215-3601,Kings,Brooklyn,NY,United States,11215
160777,10010-5148,New York,Manhattan,NY,United States,10010
124179,11237-2907,Kings,Brooklyn,NY,United States,11237
275595,11378-3352,Queens,Fresh Pond,NY,United States,11378
241420,11565-1434,Nassau,Malverne,NY,United States,11565
215333,11210-4165,Kings,Brooklyn,NY,United States,11210
258259,10309-39ND,Richmond,Staten Island,NY,United States,10309
42602,11238-24ND,Kings,Brooklyn,NY,United States,11238
128924,11385-3748,Kings,Queens,NY,United States,11385
290187,11377-5847,Queens,Queens,NY,United States,11377
64312,10591-3213,Westchester,Tarrytown,NY,United States,10591
158215,10016-4843,New York,Manhattan,NY,United States,10016
117377,11201-6456,Kings,Brooklyn,NY,United States,11201
225690,10709-5212,Westchester,Eastchester,NY,United States,10709
33879,10023-2200,New York,Manhattan,NY,United States,10023
185886,11215-1213,Kings,Brooklyn,NY,United States,11215
207905,10314-2369,Richmond,Staten Island,NY,United States,10314
93779,10453-3320,Bronx,University Heights,NY,United States,10453
108331,10805-3136,Westchester,New Rochelle,NY,United States,10805
122594,11215-2414,Kings,Brooklyn,NY,United States,11215
98531,11101-3719,Queens,Queens,NY,United States,11101
54533,10457-8094,Bronx,Bronx,NY,United States,10457
37078,11231-4459,Kings,Brooklyn,NY,United States,11231
38034,10304-4533,Richmond,Staten Island,NY,United States,10304
124180,11230-4404,Kings,Brooklyn,NY,United States,11230
262867,11210-3100,Kings,Brooklyn,NY,United States,11210
94511,10461-6172,Bronx,Pilgrim,NY,United States,10461
99364,07010-1088,Hudson,Fairview,NJ,United States,07010
235076,11575-1929,Nassau,Roosevelt,NY,United States,11575
299809,11206-5906,Kings,Brooklyn,NY,United States,11206
285556,11207-8227,Kings,Brooklyn,NY,United States,11207
223493,10514-2327,Westchester,Chappaqua,NY,United States,10514
211077,10303-1715,Richmond,Staten Island,NY,United States,10303
269823,10538-2220,Westchester,Larchmont,NY,United States,10538
63281,07648-1808,Bergen,Norwood,NJ,United States,07648
32415,10016-3169,New York,Manhattan,NY,United States,10016
270167,11101-3131,Queens,Queens,NY,United States,11101
239957,11710-2167,Nassau,North Bellmore,NY,United States,11710
237028,11530-4405,Nassau,Garden South,NY,United States,11530
107752,10304-4459,Richmond,Staten Island,NY,United States,10304
100728,11357-3623,Queens,Queens,NY,United States,11357
235198,11422-1722,Nassau,Laurelton,NY,United States,11422
64187,10994-2432,Rockland,Pearl River,NY,United States,10994
300303,11967-4102,Suffolk,Mastic Beach,NY,United States,11967
88221,10965-2851,Bergen,Pearl River,NY,United States,10965
208148,10305-4614,Richmond,Staten Island,NY,United States,10305
114609,10301-1607,Richmond,Staten Island,NY,United States,10301
254166,10004-1561,Kings,Brooklyn Heights,NY,United States,10004
1499,10989-2439,Rockland,Valley Cottage,NY,United States,10989
241560,10461-6179,Bronx,Pilgrim,NY,United States,10461
269435,11358-1434,Queens,Queens,NY,United States,11358
123814,11230-2309,Kings,Brooklyn,NY,United States,11230
272893,10009-1836,New York,Manhattan,NY,United States,10009
236419,11797-1412,Nassau,Woodbury,NY,United States,11797
234955,11598-2644,Nassau,Woodmere,NY,United States,11598
70667,11230-1918,Kings,Brooklyn,NY,United States,11230
62624,10036-7316,New York,Manhattan,NY,United States,10036
119665,11226-6286,Kings,Brooklyn,NY,United States,11226
123204,11231-1807,Kings,Brooklyn,NY,United States,11231
40840,10306-4515,Richmond,Staten Island,NY,United States,10306
290802,11219-3464,Kings,Brooklyn,NY,United States,11219
274968,10036-5005,New York,Manhattan,NY,United States,10036
121983,11238-1614,Kings,Brooklyn,NY,United States,11238
286973,11364-2618,Queens,Bayside Hills,NY,United States,11364
253019,11572-5811,Nassau,Oceanside,NY,United States,11572
291168,11206-5073,Kings,Brooklyn,NY,United States,11206
119701,10314-2174,Richmond,Staten Island,NY,United States,10314
46469,11238-2520,Kings,Brooklyn,NY,United States,11238
94077,10511-1231,Rockland,Buchanan,NY,United States,10511
96945,11355-5429,Queens,Queens,NY,United States,11355
264820,10708-4901,Westchester,Bronxville,NY,United States,10708
272040,10025-2343,New York,Manhattan,NY,United States,10025
124959,11221-3717,Kings,Brooklyn,NY,United States,11221
294134,10709-3109,Westchester,Yonkers,NY,United States,10709
155796,10018-5612,New York,Manhattan,NY,United States,10018
196249,11220-5537,Kings,Brooklyn,NY,United States,11220
102872,10304-3120,Richmond,Staten Island,NY,United States,10304
220117,10467-5760,Bronx,Williamsbridge,NY,United States,10467
261989,10591-4901,Westchester,Tarrytown,NY,United States,10591
294497,11217-2443,Kings,Brooklyn,NY,United States,11217
142854,11354-5043,Queens,Queens,NY,United States,11354
86855,10456-2831,Bronx,Bronx,NY,United States,10456
44396,11209-1301,Kings,Brooklyn,NY,United States,11209
57003,10312-4132,Richmond,Staten Island,NY,United States,10312
296571,11231-3633,Kings,Brooklyn,NY,United States,11231
165776,11218-5307,Kings,Brooklyn,NY,United States,11218
220727,10472-6315,Bronx,Trinity,NY,United States,10472
231682,07650-1695,Hudson,Palisade,NJ,United States,07650
254849,11561-3978,Nassau,Island Park,NY,United States,11561
297369,11229-1501,Kings,Brooklyn,NY,United States,11229
288972,11204-1951,Kings,Brooklyn,NY,United States,11204
298770,10804-4228,Westchester,Wykagyl,NY,United States,10804
109338,10310-2320,Richmond,Staten Island,NY,United States,10310
263453,10552-2334,Westchester,Mount Vernon,NY,United States,10552
302427,07675-6635,Bergen,Harrington Park,NJ,United States,07675
155918,10018-4408,New York,Manhattan,NY,United States,10018
269584,11355-3303,Queens,Queens,NY,United States,11355
251433,11422-1503,Nassau,Laurelton,NY,United States,11422
249481,11550-5630,Nassau,Hempstead,NY,United States,11550
91050,10314-6826,Richmond,Staten Island,NY,United States,10314
263971,11429-1661,Queens,Queens,NY,United States,11429
255825,11771-4506,Nassau,Upper Brookville,NY,United States,11771
252214,10509-4510,Putnam,Brewster,NY,United States,10509
250019,14787-9551,Chautauqua,Forsyth,NY,United States,14787
254167,11772-3657,Suffolk,Patchogue,NY,United States,11772
109216,10314-4277,Richmond,Staten Island,NY,United States,10314
103360,10314-5555,Richmond,Staten Island,NY,United States,10314
217998,10605-4465,Fairfield,White Plains,NY,United States,10605
249652,10573-5411,Fairfield,Glenville,NY,United States,10573
70641,10522-3505,Bronx,Hastings On Hudson,NY,United States,10522
265069,11354-5093,Queens,Queens,NY,United States,11354
295717,11237-4612,Kings,Brooklyn,NY,United States,11237
84198,10306-4418,Richmond,Staten Island,NY,United States,10306
240314,11003-4109,Nassau,Alden Manor,NY,United States,11003
239337,11510-2017,Nassau,Baldwin,NY,United States,11510
67984,11221-5957,Kings,Brooklyn,NY,United States,11221
273020,10011-2305,New York,Manhattan,NY,United States,10011
124424,11232-3850,Kings,Brooklyn,NY,United States,11232
295473,11209-3103,Kings,Brooklyn,NY,United States,11209
38921,10308-1723,Richmond,Staten Island,NY,United States,10308
287142,11230-2901,Kings,Brooklyn,NY,United States,11230
87127,10314-6614,Richmond,Staten Island,NY,United States,10314
293765,11231-5222,Kings,Brooklyn,NY,United States,11231
290146,10026-4398,Queens,Morningside,NY,United States,10026
240436,11545-3327,Nassau,Jericho,NY,United States,11545
287508,11215-3722,Kings,Brooklyn,NY,United States,11215
108728,10305-4624,Richmond,Staten Island,NY,United States,10305
44640,11385-2361,Kings,Brooklyn,NY,United States,11385
252702,11735-1706,Suffolk,East Farmingdale,NY,United States,11735
270168,11377-3921,Queens,Queens,NY,United States,11377
262477,10536-3210,Westchester,Goldens Bridge,NY,United States,10536
37457,10304-4446,Richmond,Staten Island,NY,United States,10304
130328,11231-1466,Kings,Brooklyn,NY,United States,11231
267230,10528-3719,Westchester,Harrison,NY,United States,10528
1067,10016-8601,New York,Manhattan,NY,United States,10016
194297,11204-2357,Kings,Brooklyn,NY,United States,11204
94956,10312-2813,Richmond,Staten Island,NY,United States,10312
25802,10469-5800,Bronx,Morris Park,NY,United States,10469
167978,10570-2541,Westchester,Thornwood,NY,United States,10570
298646,11220-5724,Kings,Brooklyn,NY,United States,11220
265436,11102-1644,Queens,Queens,NY,United States,11102
126728,10454-4905,Bronx,Bronx,NY,United States,10454
46592,11216-4795,Kings,Brooklyn,NY,United States,11216
166972,10310-1947,Richmond,Staten Island,NY,United States,10310
293034,11233-1035,Kings,Brooklyn,NY,United States,11233
231556,11207-1456,Kings,Brooklyn,NY,United States,11207
25924,10027-3147,Bronx,Lincolnton,NY,United States,10027
281991,07022-1928,Hudson,Fairview,NJ,United States,07022
240802,11581-1612,Nassau,Valley Stream,NY,United States,11581
30677,11223-5138,Richmond,Brooklyn,NY,United States,11223
285679,11233-4774,Kings,Brooklyn,NY,United States,11233
268816,10803-1902,Westchester,Pelham,NY,United States,10803
93858,10306-1809,Richmond,Staten Island,NY,United States,10306
161512,10804-1504,Westchester,Eastchester,NY,United States,10804
30678,07104-1282,Essex,Newark,NJ,United States,07104
3019,10023-3056,New York,Manhattan,NY,United States,10023
299451,11355-4225,Queens,Queens,NY,United States,11355
239094,11559-1131,Nassau,Inwood,NY,United States,11559
234946,11561-5214,Nassau,Barnum Island,NY,United States,11561
119961,10301-1214,Richmond,Staten Island,NY,United States,10301
299085,11436-1542,Queens,Queens,NY,United States,11436
234580,11590-3944,Nassau,New Cassel,NY,United States,11590
215192,11704-4203,Suffolk,North Lindenhurst,NY,United States,11704
302458,10006-2902,Kings,Jersey City,NY,United States,10006
301725,11385-4141,Kings,Queens,NY,United States,11385
87879,10301-1242,Richmond,Staten Island,NY,United States,10301
19589,10314-5414,Richmond,Staten Island,NY,United States,10314
102950,10014-6826,Kings,Prince,NY,United States,10014
212874,10901-5380,Rockland,Tallman,NY,United States,10901
248306,10474-6217,Bronx,Boulevard,NY,United States,10474
299207,11106-2245,Queens,Queens,NY,United States,11106
299988,11216-5039,Kings,Brooklyn,NY,United States,11216
57248,10305-1262,Richmond,Staten Island,NY,United States,10305
240559,11747-3012,Nassau,Melville,NY,United States,11747
240437,11580-5982,Nassau,Valley Stream,NY,United States,11580
72499,11215-3938,Kings,Brooklyn,NY,United States,11215
67008,10305-1125,Richmond,Staten Island,NY,United States,10305
296693,11221-3403,Kings,Brooklyn,NY,United States,11221
299134,11215-6691,Kings,Brooklyn,NY,United States,11215
166606,10305-4335,Richmond,Staten Island,NY,United States,10305
291413,11215-3614,Kings,Brooklyn,NY,United States,11215
57614,10304-3427,Richmond,Staten Island,NY,United States,10304
297913,11207-6125,Kings,Brooklyn,NY,United States,11207
178374,11103-4174,Queens,Astoria,NY,United States,11103
235191,11791-2208,Nassau,Syosset,NY,United States,11791
292145,11201-6156,Kings,Brooklyn,NY,United States,11201
92758,10306-3612,Richmond,Staten Island,NY,United States,10306
47446,11203-1347,Kings,Brooklyn,NY,United States,11203
300749,10583-4107,Fairfield,Scarsdale Park,NY,United States,10583
270316,11102-2322,Queens,Queens,NY,United States,11102
161268,10708-1734,Westchester,Bronxville,NY,United States,10708
52002,10302-2450,Richmond,Staten Island,NY,United States,10302
238632,11203-26ND,Kings,Brooklyn,NY,United States,11203
230039,10520-1737,Westchester,Crugers,NY,United States,10520
43481,10025-0120,New York,Manhattan,NY,United States,10025
173865,11238-1703,Kings,Brooklyn,NY,United States,11238
208671,10314-4960,Richmond,Staten Island,NY,United States,10314
25803,10466-1029,Bronx,Wakefield,NY,United States,10466
268817,10803-1720,Westchester,Pelham,NY,United States,10803
294620,11211-7713,Kings,Brooklyn,NY,United States,11211
80110,11206-6319,Kings,Brooklyn,NY,United States,11206
92369,10033-3134,Bronx,Bronx,NY,United States,10033
51107,11201-1909,Kings,Brooklyn,NY,United States,11201
209700,10306-1166,Richmond,Staten Island,NY,United States,10306
298281,11232-2513,Kings,Brooklyn,NY,United States,11232
275119,11218-3300,Kings,Brooklyn,NY,United States,11218
28000,10465-3702,Bronx,Whitestone,NY,United States,10465
298963,07093-2178,Hudson,West New York,NJ,United States,07093
235801,11570-3327,Nassau,Lakeview,NY,United States,11570
26896,11223-2768,Richmond,Brooklyn,NY,United States,11223
270966,11212-1457,Kings,Brooklyn,NY,United States,11212
234065,10708-2413,Westchester,Bronxville,NY,United States,10708
208183,10304-3114,Richmond,Staten Island,NY,United States,10304
255487,10532-2517,Westchester,Hawthorne,NY,United States,10532
23968,07009-1539,Essex,Little Falls,NJ,United States,07009
43603,10011-5407,New York,Manhattan,NY,United States,10011
77792,11237-5008,Kings,Brooklyn,NY,United States,11237
41068,11021-1930,Bronx,Great Neck Estates,NY,United States,11021
37774,10455-2657,Bronx,Morrisania,NY,United States,10455
208184,10304-1731,Richmond,Staten Island,NY,United States,10304
75108,11206-2277,Kings,Brooklyn,NY,United States,11206
37408,10456-6608,Bronx,Morrisania,NY,United States,10456
21933,10964-1703,Bergen,Rockleigh,NY,United States,10964
18517,10014-6328,Kings,Prince,NY,United States,10014
17907,10583-1214,Fairfield,Ardsley,NY,United States,10583
118376,10314-4420,Richmond,Staten Island,NY,United States,10314
209647,10314-2915,Richmond,Staten Island,NY,United States,10314
19493,11741-1917,Suffolk,Holbrook,NY,United States,11741
104048,10606-3111,Fairfield,White Plains,NY,United States,10606
97856,10454-4020,Bronx,Wards Island,NY,United States,10454
75230,11209-1529,Kings,Brooklyn,NY,United States,11209
297548,11231-4895,Kings,Brooklyn,NY,United States,11231
166241,10312-2115,Richmond,Staten Island,NY,United States,10312
39116,10454-3501,Bronx,Wards Island,NY,United States,10454
38994,10473-2942,Bronx,Trinity,NY,United States,10473
15044,11201-1197,Kings,Brooklyn,NY,United States,11201
16794,10312-5721,Richmond,Staten Island,NY,United States,10312
293278,11215-5502,Kings,Brooklyn,NY,United States,11215
295230,11221-3849,Kings,Brooklyn,NY,United States,11221
208846,10301-4226,Richmond,Staten Island,NY,United States,10301
276212,11206-7759,Kings,Brooklyn,NY,United States,11206
166729,10306-2142,Richmond,Staten Island,NY,United States,10306
293522,11212-4751,Kings,Brooklyn,NY,United States,11212
225962,11375-5848,Queens,Parkside,NY,United States,11375
39360,10703-3117,Bronx,Yonkers,NY,United States,10703
277798,11220-4096,Kings,Brooklyn,NY,United States,11220
123744,10306-5552,Richmond,Staten Island,NY,United States,10306
40236,11203-5417,Kings,Brooklyn,NY,United States,11203
16199,10012-2629,Kings,Prince,NY,United States,10012
79256,11220-1008,Kings,Brooklyn,NY,United States,11220
273730,10603-2405,Westchester,North White Plains,NY,United States,10603
211652,10306-2038,Richmond,Staten Island,NY,United States,10306
248271,11205-3341,Kings,Brooklyn,NY,United States,11205
205155,10710-3135,Westchester,Yonkers,NY,United States,10710
37748,10001-4224,New York,Manhattan,NY,United States,10001
169107,11217-10ND,Kings,Brooklyn,NY,United States,11217
192309,10312-3601,Richmond,Staten Island,NY,United States,10312
13666,11357-1943,Bronx,Whitestone,NY,United States,11357
231991,10804-1014,Westchester,Scarsdale Park,NY,United States,10804
161062,11207-5506,Kings,Brooklyn,NY,United States,11207
78525,11234-1612,Kings,Brooklyn,NY,United States,11234
300383,10466-4272,Bronx,Bronx,NY,United States,10466
37309,11236-4717,Kings,Brooklyn,NY,United States,11236
34003,10306-1245,Richmond,Staten Island,NY,United States,10306
163258,11237-5141,Kings,Brooklyn,NY,United States,11237
5928,11249-5836,Kings,Brooklyn,NY,United States,11249
14032,10461-1410,Bronx,Morris Park,NY,United States,10461
167298,07087-7100,Hudson,Union City,NJ,United States,07087
37775,10461-3003,Bronx,Pilgrim,NY,United States,10461
89265,11209-7611,Richmond,Brooklyn,NY,United States,11209
277921,11209-2905,Kings,Brooklyn,NY,United States,11209
123633,10708-1231,Westchester,Tuckahoe,NY,United States,10708
191699,10314-6466,Richmond,Staten Island,NY,United States,10314
81698,10466-5952,Westchester,Bronx,NY,United States,10466
225363,07042-4724,Essex,Glen Ridge,NJ,United States,07042
181658,10011-7389,New York,Manhattan,NY,United States,10011
73645,11205-2568,Kings,Brooklyn,NY,United States,11205
40215,10459-3187,Bronx,Longwood,NY,United States,10459
39483,10451-3584,Bronx,Morrisania,NY,United States,10451
195604,10310-2401,Richmond,Staten Island,NY,United States,10310
80355,11215-1336,Kings,Brooklyn,NY,United States,11215
41069,10457-7664,Bronx,Stadium,NY,United States,10457
8003,13159-9708,Onondaga,Vesper,NY,United States,13159
11404,10960-3181,Rockland,South Nyack,NY,United States,10960
10566,10577-2214,Fairfield,Purchase,NY,United States,10577
191455,10308-3363,Richmond,Staten Island,NY,United States,10308
193163,10305-4040,Richmond,Staten Island,NY,United States,10305
12503,10005-2822,Kings,Brooklyn Heights,NY,United States,10005
7393,11385-5500,Kings,Queens,NY,United States,11385
77713,10035-1563,Bronx,Wards Island,NY,United States,10035
80477,11213-4265,Kings,Brooklyn,NY,United States,11213
162892,11231-1458,Kings,Brooklyn,NY,United States,11231
146414,10302-1410,Richmond,Staten Island,NY,United States,10302
28700,10462-3190,Bronx,Morris Park,NY,United States,10462
26991,10469-4000,Bronx,Hillside,NY,United States,10469
17118,11213-3997,Kings,Brooklyn,NY,United States,11213
77751,10312-2634,Richmond,Staten Island,NY,United States,10312
298525,11220-2820,Kings,Brooklyn,NY,United States,11220
161428,11203-4021,Kings,Brooklyn,NY,United States,11203
30098,10306-2815,Richmond,Staten Island,NY,United States,10306
274504,11225-5487,Kings,Brooklyn,NY,United States,11225
148122,10314-6911,Richmond,Staten Island,NY,United States,10314
167650,11208-2818,Kings,Brooklyn,NY,United States,11208
28027,11104-2662,Queens,Astoria,NY,United States,11104
22722,11360-1330,Bronx,Flushing,NY,United States,11360
274748,11230-3850,Kings,Brooklyn,NY,United States,11230
205867,10306-4601,Richmond,Staten Island,NY,United States,10306
38773,11216-2538,Kings,Brooklyn,NY,United States,11216
10078,10580-1928,Fairfield,White Plains,NY,United States,10580
76694,11219-3212,Kings,Brooklyn,NY,United States,11219
83527,10803-2408,Westchester,Pelham Manor,NY,United States,10803
160965,10308-1943,Richmond,Staten Island,NY,United States,10308
73082,11233-4682,Kings,Brooklyn,NY,United States,11233
262646,10707-3915,Westchester,Tuckahoe,NY,United States,10707
62819,10001-1301,New York,Manhattan,NY,United States,10001
170693,11207-1042,Kings,Brooklyn,NY,United States,11207
179769,10312-2067,Richmond,Staten Island,NY,United States,10312
11958,10034-5828,Bronx,Manhattan,NY,United States,10034
211500,10805-1430,Westchester,New Rochelle,NY,United States,10805
165942,11207-3522,Kings,Brooklyn,NY,United States,11207
160833,11215-2005,Kings,Brooklyn,NY,United States,11215
21079,10472-4802,Bronx,Bronx,NY,United States,10472
42190,11207-1121,Kings,Brooklyn,NY,United States,11207
14283,10314-2347,Richmond,Staten Island,NY,United States,10314
167773,11220-1863,Kings,Brooklyn,NY,United States,11220
254564,11207-3662,Kings,Brooklyn,NY,United States,11207
12447,11024-1842,Bronx,Kenilworth,NY,United States,11024
217982,07030-4383,Hudson,Hoboken,NJ,United States,07030
23210,10469-2106,Bronx,Williamsbridge,NY,United States,10469
14033,11209-6208,Richmond,Brooklyn,NY,United States,11209
294336,11226-4261,Kings,Brooklyn,NY,United States,11226
194486,10475-1332,Westchester,Bronx,NY,United States,10475
178670,10301-18ND,Richmond,Staten Island,NY,United States,10301
192045,10562-4337,Westchester,Ossining,NY,United States,10562
14398,07105-6019,Essex,Newark,NJ,United States,07105
65503,10019-6384,New York,Manhattan,NY,United States,10019
154977,11216-1641,Kings,Brooklyn,NY,United States,11216
25650,10460-4653,Bronx,West Farms,NY,United States,10460
25406,10459-1741,Bronx,Longwood,NY,United States,10459
97715,10309-3105,Richmond,Staten Island,NY,United States,10309
154123,11216-5017,Kings,Brooklyn,NY,United States,11216
23820,10035-1296,Bronx,Wards Island,NY,United States,10035
110381,11385-2213,Kings,Fresh Pond,NY,United States,11385
303281,11716-4401,Suffolk,Bohemia,NY,United States,11716
301206,10580-1520,Fairfield,Rye,NY,United States,10580
203674,10306-2949,Richmond,Staten Island,NY,United States,10306
181233,10301-3411,Richmond,Staten Island,NY,United States,10301
292976,10014-0865,Kings,Prince,NY,United States,10014
7989,10522-1517,Fairfield,Ardsley,NY,United States,10522
295928,11021-4700,Bronx,University Gardens,NY,United States,11021
154611,11236-4513,Kings,Brooklyn,NY,United States,11236
166919,11237-5504,Kings,Brooklyn,NY,United States,11237
25983,10314-2306,Richmond,Staten Island,NY,United States,10314
28335,10468-6555,Bronx,University Heights,NY,United States,10468
27359,10031-3938,Bronx,Hamilton Grange,NY,United States,10031
15655,11207-7398,Kings,Brooklyn,NY,United States,11207
212790,10306-5423,Richmond,Staten Island,NY,United States,10306
164844,11226-2817,Kings,Brooklyn,NY,United States,11226
166797,11215-4144,Kings,Brooklyn,NY,United States,11215
10622,10304-2551,Richmond,Staten Island,NY,United States,10304
298850,11233-1106,Kings,Brooklyn,NY,United States,11233
24520,10312-40ND,Richmond,Staten Island,NY,United States,10312
165698,11220-2505,Kings,Brooklyn,NY,United States,11220
59071,11373-5795,Queens,Elmhurst,NY,United States,11373
22113,10032-6855,Bronx,Colonial Park,NY,United States,10032
297020,11238-4847,Kings,Brooklyn,NY,United States,11238
199647,10310-2040,Richmond,Staten Island,NY,United States,10310
42800,11211-8019,Kings,Brooklyn,NY,United States,11211
116726,11725-5410,Suffolk,Edgewood,NY,United States,11725
158636,11233-1774,Kings,Brooklyn,NY,United States,11233
211866,10801-1604,Westchester,New Rochelle,NY,United States,10801
28920,10306-2946,Richmond,Staten Island,NY,United States,10306
238389,11212-7869,Kings,Brooklyn,NY,United States,11212
209383,10550-3808,Westchester,Mount Vernon,NY,United States,10550
110012,10001-4489,New York,Manhattan,NY,United States,10001
174110,11210-1934,Kings,Brooklyn,NY,United States,11210
150208,10309-3411,Richmond,Staten Island,NY,United States,10309
215815,10708-6017,Bronx,Yonkers,NY,United States,10708
