LocationId,LocationZip,LocationState,LocationCity,CountryId
209,2055,New_South_Wales,North_Sydney,1
210,2300,New_South_Wales,Newcastle,1
211,3220,Victoria,Geelong,1
212,3205,Victoria,South_Melbourne,1
213,2580,New_South_Wales,Goulburn,1
214,4171,Queensland,Hawthorne,1
215,2300,New_South_Wales,Newcastle,1
216,2061,New_South_Wales,Milsons_Point,1
217,4000,Queensland,Brisbane,1
218,2580,New_South_Wales,Goulburn,1
219,4810,Queensland,Townsville,1
220,3429,Victoria,Sunbury,1
221,4551,Queensland,Caloundra,1
222,2450,New_South_Wales,Coffs_Harbour,1
223,4171,Queensland,Hawthorne,1
224,2300,New_South_Wales,Newcastle,1
225,4551,Queensland,Caloundra,1
226,2580,New_South_Wales,Goulburn,1
227,1597,New_South_Wales,Lane_Cove,1
228,4655,Queensland,Hervey_Bay,1
229,3337,Victoria,Melton,1
230,4171,Queensland,Hawthorne,1
231,4810,Queensland,Townsville,1
232,4000,Queensland,Brisbane,1
233,4655,Queensland,Hervey_Bay,1
234,2113,New_South_Wales,North_Ryde,1
235,4810,Queensland,Townsville,1
236,3550,Victoria,Bendigo,1
237,2450,New_South_Wales,Coffs_Harbour,1
238,3429,Victoria,Sunbury,1
239,3550,Victoria,Bendigo,1
240,2777,New_South_Wales,Springwood,1
241,3977,Victoria,Cranbourne,1
242,7001,Tasmania,Hobart,1
243,4700,Queensland,Rockhampton,1
244,4551,Queensland,Caloundra,1
245,2010,New_South_Wales,Darlinghurst,1
246,3550,Victoria,Bendigo,1
247,2036,New_South_Wales,Matraville,1
248,2500,New_South_Wales,Wollongong,1
249,5023,South_Australia,Findon,1
250,3220,Victoria,Geelong,1
251,2138,New_South_Wales,Rhodes,1
252,2138,New_South_Wales,Rhodes,1
253,3337,Victoria,Melton,1
254,2010,New_South_Wales,Darlinghurst,1
255,3220,Victoria,Geelong,1
256,2036,New_South_Wales,Matraville,1
257,4000,Queensland,Brisbane,1
258,4169,Queensland,East_Brisbane,1
259,4551,Queensland,Caloundra,1
260,2055,New_South_Wales,North_Sydney,1
261,2060,New_South_Wales,Lavender_Bay,1
262,3205,Victoria,South_Melbourne,1
263,5023,South_Australia,Findon,1
264,4551,Queensland,Caloundra,1
265,1597,New_South_Wales,Lane_Cove,1
266,1002,New_South_Wales,Sydney,1
267,2061,New_South_Wales,Milsons_Point,1
268,2010,New_South_Wales,Darlinghurst,1
269,4810,Queensland,Townsville,1
270,2264,New_South_Wales,Silverwater,1
271,3280,Victoria,Warrnambool,1
272,2060,New_South_Wales,Lavender_Bay,1
273,2264,New_South_Wales,Silverwater,1
274,3220,Victoria,Geelong,1
275,3429,Victoria,Sunbury,1
276,2055,New_South_Wales,North_Sydney,1
277,4171,Queensland,Hawthorne,1
278,3220,Victoria,Geelong,1
279,2500,New_South_Wales,Wollongong,1
280,2444,New_South_Wales,Port_Macquarie,1
281,5023,South_Australia,Findon,1
282,2061,New_South_Wales,Milsons_Point,1
283,2061,New_South_Wales,Milsons_Point,1
284,2055,New_South_Wales,North_Sydney,1
285,4169,Queensland,East_Brisbane,1
286,3337,Victoria,Melton,1
287,2264,New_South_Wales,Silverwater,1
288,2138,New_South_Wales,Rhodes,1
289,4169,Queensland,East_Brisbane,1
290,4000,Queensland,Brisbane,1
291,2450,New_South_Wales,Coffs_Harbour,1
292,5023,South_Australia,Findon,1
293,2060,New_South_Wales,Lavender_Bay,1
294,2264,New_South_Wales,Silverwater,1
295,2500,New_South_Wales,Wollongong,1
296,3000,Victoria,Melbourne,1
297,1597,New_South_Wales,Lane_Cove,1
298,3977,Victoria,Cranbourne,1
299,2777,New_South_Wales,Springwood,1
300,3205,Victoria,South_Melbourne,1
301,3337,Victoria,Melton,1
302,2777,New_South_Wales,Springwood,1
303,2300,New_South_Wales,Newcastle,1
304,4810,Queensland,Townsville,1
305,7001,Tasmania,Hobart,1
306,4810,Queensland,Townsville,1
307,2061,New_South_Wales,Milsons_Point,1
308,2061,New_South_Wales,Milsons_Point,1
309,3000,Victoria,Melbourne,1
310,3977,Victoria,Cranbourne,1
311,4655,Queensland,Hervey_Bay,1
312,7001,Tasmania,Hobart,1
313,2500,New_South_Wales,Wollongong,1
314,2450,New_South_Wales,Coffs_Harbour,1
315,1002,New_South_Wales,Sydney,1
316,4700,Queensland,Rockhampton,1
317,1002,New_South_Wales,Sydney,1
318,3000,Victoria,Melbourne,1
319,4700,Queensland,Rockhampton,1
320,3198,Victoria,Seaford,1
321,3550,Victoria,Bendigo,1
322,2450,New_South_Wales,Coffs_Harbour,1
323,2264,New_South_Wales,Silverwater,1
324,2036,New_South_Wales,Malabar,1
325,1002,New_South_Wales,Sydney,1
326,4551,Queensland,Caloundra,1
327,3337,Victoria,Melton,1
328,4655,Queensland,Hervey_Bay,1
329,2580,New_South_Wales,Goulburn,1
330,3280,Victoria,Warrnambool,1
331,3550,Victoria,Bendigo,1
332,2450,New_South_Wales,Coffs_Harbour,1
333,4171,Queensland,Hawthorne,1
334,4551,Queensland,Caloundra,1
335,1002,New_South_Wales,Sydney,1
336,5023,South_Australia,Findon,1
337,4171,Queensland,Hawthorne,1
338,2138,New_South_Wales,Rhodes,1
339,2065,New_South_Wales,St._Leonards,1
340,2450,New_South_Wales,Coffs_Harbour,1
341,2264,New_South_Wales,Silverwater,1
342,2061,New_South_Wales,Milsons_Point,1
343,2444,New_South_Wales,Port_Macquarie,1
344,3000,Victoria,Melbourne,1
345,4171,Queensland,Hawthorne,1
346,2300,New_South_Wales,Newcastle,1
347,4810,Queensland,Townsville,1
348,2060,New_South_Wales,Lavender_Bay,1
349,3220,Victoria,Geelong,1
350,6006,South_Australia,Perth,1
351,4171,Queensland,Hawthorne,1
352,3198,Victoria,Seaford,1
353,3429,Victoria,Sunbury,1
354,1597,New_South_Wales,Lane_Cove,1
355,2010,New_South_Wales,Darlinghurst,1
356,4655,Queensland,Hervey_Bay,1
357,2010,New_South_Wales,Darlinghurst,1
358,6006,South_Australia,Perth,1
359,7001,Tasmania,Hobart,1
360,4810,Queensland,Townsville,1
361,2444,New_South_Wales,Port_Macquarie,1
362,6105,South_Australia,Cloverdale,1
363,2010,New_South_Wales,Darlinghurst,1
364,2036,New_South_Wales,Matraville,1
365,2036,New_South_Wales,Malabar,1
366,7001,Tasmania,Hobart,1
367,3429,Victoria,Sunbury,1
368,2138,New_South_Wales,Rhodes,1
369,4655,Queensland,Hervey_Bay,1
370,2010,New_South_Wales,Darlinghurst,1
371,4217,Queensland,Gold_Coast,1
372,3220,Victoria,Geelong,1
373,4810,Queensland,Townsville,1
374,3220,Victoria,Geelong,1
375,3000,Victoria,Melbourne,1
376,4810,Queensland,Townsville,1
377,3220,Victoria,Geelong,1
378,2580,New_South_Wales,Goulburn,1
379,4700,Queensland,Rockhampton,1
380,2036,New_South_Wales,Matraville,1
381,2060,New_South_Wales,Lavender_Bay,1
382,2061,New_South_Wales,Milsons_Point,1
383,4169,Queensland,East_Brisbane,1
384,2036,New_South_Wales,Malabar,1
385,3198,Victoria,Seaford,1
386,2500,New_South_Wales,Wollongong,1
387,2061,New_South_Wales,Milsons_Point,1
388,2580,New_South_Wales,Goulburn,1
389,4700,Queensland,Rockhampton,1
390,2138,New_South_Wales,Rhodes,1
391,2061,New_South_Wales,Milsons_Point,1
392,1597,New_South_Wales,Lane_Cove,1
393,4169,Queensland,East_Brisbane,1
394,3000,Victoria,Melbourne,1
395,4217,Queensland,Gold_Coast,1
396,3977,Victoria,Cranbourne,1
397,3220,Victoria,Geelong,1
398,3429,Victoria,Sunbury,1
399,4000,Queensland,Brisbane,1
400,3429,Victoria,Sunbury,1
401,3000,Victoria,Melbourne,1
402,4217,Queensland,Gold_Coast,1
403,6105,South_Australia,Cloverdale,1
404,2580,New_South_Wales,Goulburn,1
405,3550,Victoria,Bendigo,1
406,6006,South_Australia,Perth,1
407,2138,New_South_Wales,Rhodes,1
408,2264,New_South_Wales,Silverwater,1
409,3205,Victoria,South_Melbourne,1
410,6006,South_Australia,Perth,1
411,4655,Queensland,Hervey_Bay,1
412,3977,Victoria,Cranbourne,1
413,4810,Queensland,Townsville,1
414,4810,Queensland,Townsville,1
415,4551,Queensland,Caloundra,1
416,3220,Victoria,Geelong,1
417,2010,New_South_Wales,Darlinghurst,1
418,3550,Victoria,Bendigo,1
419,2036,New_South_Wales,Malabar,1
420,4000,Queensland,Brisbane,1
421,3550,Victoria,Bendigo,1
422,4551,Queensland,Caloundra,1
423,1597,New_South_Wales,Lane_Cove,1
424,2500,New_South_Wales,Wollongong,1
425,2055,New_South_Wales,North_Sydney,1
426,2580,New_South_Wales,Goulburn,1
427,2061,New_South_Wales,Milsons_Point,1
428,2055,New_South_Wales,North_Sydney,1
429,2055,New_South_Wales,North_Sydney,1
430,1002,New_South_Wales,Sydney,1
431,3977,Victoria,Cranbourne,1
432,4551,Queensland,Caloundra,1
433,2060,New_South_Wales,Lavender_Bay,1
434,3337,Victoria,Melton,1
435,3550,Victoria,Bendigo,1
436,2450,New_South_Wales,Coffs_Harbour,1
437,4171,Queensland,Hawthorne,1
438,3000,Victoria,Melbourne,1
439,3337,Victoria,Melton,1
440,3337,Victoria,Melton,1
441,2777,New_South_Wales,Springwood,1
442,3429,Victoria,Sunbury,1
443,3550,Victoria,Bendigo,1
444,3337,Victoria,Melton,1
445,1002,New_South_Wales,Sydney,1
446,2055,New_South_Wales,North_Sydney,1
447,4810,Queensland,Townsville,1
448,2777,New_South_Wales,Springwood,1
449,4171,Queensland,Hawthorne,1
450,3337,Victoria,Melton,1
451,3205,Victoria,South_Melbourne,1
452,1597,New_South_Wales,Lane_Cove,1
453,5023,South_Australia,Findon,1
454,2264,New_South_Wales,Silverwater,1
455,4217,Queensland,Gold_Coast,1
456,2113,New_South_Wales,North_Ryde,1
457,3205,Victoria,South_Melbourne,1
458,4551,Queensland,Caloundra,1
459,5023,South_Australia,Findon,1
460,2777,New_South_Wales,Springwood,1
461,3429,Victoria,Sunbury,1
462,3280,Victoria,Warrnambool,1
463,6105,South_Australia,Cloverdale,1
464,3000,Victoria,Melbourne,1
465,3550,Victoria,Bendigo,1
466,6105,South_Australia,Cloverdale,1
467,3220,Victoria,Geelong,1
468,5023,South_Australia,Findon,1
469,1002,New_South_Wales,Sydney,1
470,2060,New_South_Wales,Lavender_Bay,1
471,6006,South_Australia,Perth,1
472,4217,Queensland,Gold_Coast,1
473,1597,New_South_Wales,Lane_Cove,1
474,3205,Victoria,South_Melbourne,1
475,2777,New_South_Wales,Springwood,1
476,2113,New_South_Wales,North_Ryde,1
477,1002,New_South_Wales,Sydney,1
478,3429,Victoria,Sunbury,1
479,3977,Victoria,Cranbourne,1
480,3220,Victoria,Geelong,1
481,2138,New_South_Wales,Rhodes,1
482,2450,New_South_Wales,Coffs_Harbour,1
483,3429,Victoria,Sunbury,1
484,2300,New_South_Wales,Newcastle,1
485,3000,Victoria,Melbourne,1
486,3429,Victoria,Sunbury,1
487,2444,New_South_Wales,Port_Macquarie,1
488,4000,Queensland,Brisbane,1
489,2010,New_South_Wales,Darlinghurst,1
490,3977,Victoria,Cranbourne,1
491,4700,Queensland,Rockhampton,1
492,2500,New_South_Wales,Wollongong,1
493,2036,New_South_Wales,Matraville,1
494,6105,South_Australia,Cloverdale,1
495,2113,New_South_Wales,North_Ryde,1
496,4000,Queensland,Brisbane,1
497,2036,New_South_Wales,Matraville,1
498,3429,Victoria,Sunbury,1
499,2500,New_South_Wales,Wollongong,1
500,1002,New_South_Wales,Sydney,1
501,3220,Victoria,Geelong,1
502,4169,Queensland,East_Brisbane,1
503,4655,Queensland,Hervey_Bay,1
504,2010,New_South_Wales,Darlinghurst,1
505,1597,New_South_Wales,Lane_Cove,1
506,3550,Victoria,Bendigo,1
507,4171,Queensland,Hawthorne,1
508,3280,Victoria,Warrnambool,1
509,4169,Queensland,East_Brisbane,1
510,4700,Queensland,Rockhampton,1
511,4810,Queensland,Townsville,1
512,2055,New_South_Wales,North_Sydney,1
513,6006,South_Australia,Perth,1
514,2450,New_South_Wales,Coffs_Harbour,1
515,4217,Queensland,Gold_Coast,1
516,2444,New_South_Wales,Port_Macquarie,1
517,3337,Victoria,Melton,1
518,2300,New_South_Wales,Newcastle,1
519,4171,Queensland,Hawthorne,1
520,2500,New_South_Wales,Wollongong,1
521,2264,New_South_Wales,Silverwater,1
522,4551,Queensland,Caloundra,1
523,3280,Victoria,Warrnambool,1
524,3337,Victoria,Melton,1
525,2264,New_South_Wales,Silverwater,1
526,3429,Victoria,Sunbury,1
527,2777,New_South_Wales,Springwood,1
528,7001,Tasmania,Hobart,1
529,1002,New_South_Wales,Sydney,1
530,4655,Queensland,Hervey_Bay,1
531,2010,New_South_Wales,Darlinghurst,1
532,3280,Victoria,Warrnambool,1
533,2065,New_South_Wales,St._Leonards,1
534,4217,Queensland,Gold_Coast,1
535,4171,Queensland,Hawthorne,1
536,4655,Queensland,Hervey_Bay,1
537,6006,South_Australia,Perth,1
538,6105,South_Australia,Cloverdale,1
539,2061,New_South_Wales,Milsons_Point,1
540,7001,Tasmania,Hobart,1
541,7001,Tasmania,Hobart,1
542,2055,New_South_Wales,North_Sydney,1
543,2444,New_South_Wales,Port_Macquarie,1
544,1002,New_South_Wales,Sydney,1
545,3000,Victoria,Melbourne,1
546,2113,New_South_Wales,North_Ryde,1
547,6006,South_Australia,Perth,1
548,3977,Victoria,Cranbourne,1
549,2450,New_South_Wales,Coffs_Harbour,1
550,3220,Victoria,Geelong,1
551,3198,Victoria,Seaford,1
552,3337,Victoria,Melton,1
553,2065,New_South_Wales,St._Leonards,1
554,4810,Queensland,Townsville,1
555,7001,Tasmania,Hobart,1
556,1597,New_South_Wales,Lane_Cove,1
557,3429,Victoria,Sunbury,1
558,2061,New_South_Wales,Milsons_Point,1
559,3550,Victoria,Bendigo,1
560,3977,Victoria,Cranbourne,1
561,3205,Victoria,South_Melbourne,1
562,3280,Victoria,Warrnambool,1
563,2300,New_South_Wales,Newcastle,1
564,2264,New_South_Wales,Silverwater,1
565,5023,South_Australia,Findon,1
566,2055,New_South_Wales,North_Sydney,1
567,1002,New_South_Wales,Sydney,1
568,3429,Victoria,Sunbury,1
569,4000,Queensland,Brisbane,1
570,3337,Victoria,Melton,1
571,2500,New_South_Wales,Wollongong,1
572,3550,Victoria,Bendigo,1
573,4217,Queensland,Gold_Coast,1
574,6105,South_Australia,Cloverdale,1
575,7001,Tasmania,Hobart,1
576,4700,Queensland,Rockhampton,1
577,2065,New_South_Wales,St._Leonards,1
578,3280,Victoria,Warrnambool,1
579,2138,New_South_Wales,Rhodes,1
580,3550,Victoria,Bendigo,1
581,2113,New_South_Wales,North_Ryde,1
582,4000,Queensland,Brisbane,1
583,3000,Victoria,Melbourne,1
584,3000,Victoria,Melbourne,1
585,2065,New_South_Wales,St._Leonards,1
586,4655,Queensland,Hervey_Bay,1
587,2036,New_South_Wales,Matraville,1
588,4810,Queensland,Townsville,1
589,4217,Queensland,Gold_Coast,1
590,3220,Victoria,Geelong,1
591,3000,Victoria,Melbourne,1
592,2055,New_South_Wales,North_Sydney,1
593,2055,New_South_Wales,North_Sydney,1
594,3205,Victoria,South_Melbourne,1
595,4700,Queensland,Rockhampton,1
596,4551,Queensland,Caloundra,1
597,3220,Victoria,Geelong,1
598,4217,Queensland,Gold_Coast,1
599,4000,Queensland,Brisbane,1
600,4810,Queensland,Townsville,1
601,2444,New_South_Wales,Port_Macquarie,1
602,3429,Victoria,Sunbury,1
603,2300,New_South_Wales,Newcastle,1
604,2113,New_South_Wales,North_Ryde,1
605,2444,New_South_Wales,Port_Macquarie,1
606,4169,Queensland,East_Brisbane,1
607,2580,New_South_Wales,Goulburn,1
608,5023,South_Australia,Findon,1
609,3429,Victoria,Sunbury,1
610,4551,Queensland,Caloundra,1
611,4700,Queensland,Rockhampton,1
612,2264,New_South_Wales,Silverwater,1
613,2036,New_South_Wales,Malabar,1
614,2450,New_South_Wales,Coffs_Harbour,1
615,3429,Victoria,Sunbury,1
616,4655,Queensland,Hervey_Bay,1
617,6105,South_Australia,Cloverdale,1
618,1597,New_South_Wales,Lane_Cove,1
619,3205,Victoria,South_Melbourne,1
620,4217,Queensland,Gold_Coast,1
621,2010,New_South_Wales,Darlinghurst,1
622,2061,New_South_Wales,Milsons_Point,1
623,2036,New_South_Wales,Malabar,1
624,6105,South_Australia,Cloverdale,1
625,3198,Victoria,Seaford,1
626,2450,New_South_Wales,Coffs_Harbour,1
627,3429,Victoria,Sunbury,1
628,2055,New_South_Wales,North_Sydney,1
629,1597,New_South_Wales,Lane_Cove,1
630,2065,New_South_Wales,St._Leonards,1
631,2010,New_South_Wales,Darlinghurst,1
632,7001,Tasmania,Hobart,1
633,1597,New_South_Wales,Lane_Cove,1
634,4171,Queensland,Hawthorne,1
635,2060,New_South_Wales,Lavender_Bay,1
636,2061,New_South_Wales,Milsons_Point,1
637,3000,Victoria,Melbourne,1
638,3220,Victoria,Geelong,1
639,4810,Queensland,Townsville,1
640,5023,South_Australia,Findon,1
641,4700,Queensland,Rockhampton,1
642,2036,New_South_Wales,Malabar,1
643,6006,South_Australia,Perth,1
644,2500,New_South_Wales,Wollongong,1
645,3000,Victoria,Melbourne,1
646,6105,South_Australia,Cloverdale,1
647,2500,New_South_Wales,Wollongong,1
648,3337,Victoria,Melton,1
649,3280,Victoria,Warrnambool,1
650,2138,New_South_Wales,Rhodes,1
651,2444,New_South_Wales,Port_Macquarie,1
652,2264,New_South_Wales,Silverwater,1
653,3198,Victoria,Seaford,1
654,5023,South_Australia,Findon,1
655,4810,Queensland,Townsville,1
656,4700,Queensland,Rockhampton,1
657,3000,Victoria,Melbourne,1
658,3280,Victoria,Warrnambool,1
659,2300,New_South_Wales,Newcastle,1
660,2444,New_South_Wales,Port_Macquarie,1
661,2580,New_South_Wales,Goulburn,1
662,3198,Victoria,Seaford,1
663,2444,New_South_Wales,Port_Macquarie,1
664,4000,Queensland,Brisbane,1
665,2444,New_South_Wales,Port_Macquarie,1
666,3000,Victoria,Melbourne,1
667,2580,New_South_Wales,Goulburn,1
668,7001,Tasmania,Hobart,1
669,2010,New_South_Wales,Darlinghurst,1
670,1597,New_South_Wales,Lane_Cove,1
671,6006,South_Australia,Perth,1
672,2138,New_South_Wales,Rhodes,1
673,1002,New_South_Wales,Sydney,1
674,4551,Queensland,Caloundra,1
675,2444,New_South_Wales,Port_Macquarie,1
676,7001,Tasmania,Hobart,1
677,4810,Queensland,Townsville,1
678,2450,New_South_Wales,Coffs_Harbour,1
679,2060,New_South_Wales,Lavender_Bay,1
680,4700,Queensland,Rockhampton,1
681,3280,Victoria,Warrnambool,1
682,6006,South_Australia,Perth,1
683,3429,Victoria,Sunbury,1
684,2450,New_South_Wales,Coffs_Harbour,1
685,2138,New_South_Wales,Rhodes,1
686,3205,Victoria,South_Melbourne,1
687,3000,Victoria,Melbourne,1
688,4810,Queensland,Townsville,1
689,4217,Queensland,Gold_Coast,1
690,3550,Victoria,Bendigo,1
691,2580,New_South_Wales,Goulburn,1
692,2036,New_South_Wales,Malabar,1
693,2444,New_South_Wales,Port_Macquarie,1
694,2036,New_South_Wales,Malabar,1
695,2055,New_South_Wales,North_Sydney,1
696,4551,Queensland,Caloundra,1
697,4171,Queensland,Hawthorne,1
698,3337,Victoria,Melton,1
699,2777,New_South_Wales,Springwood,1
700,7001,Tasmania,Hobart,1
701,3280,Victoria,Warrnambool,1
702,2113,New_South_Wales,North_Ryde,1
