SalesAmount,TotalProductCost,ProductStandardCost,UnitPriceDiscountPct,ExtendedAmount,UnitPrice,OrderQuantity,SalesTerritoryId,OrderDate,ProductId,SalesOrderLineId,Channel,SalesOrder,CustomerId,ResellerId
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,6,20170705,348,43661007,,,-1,442
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,6,20170705,351,43661008,,,-1,442
40.37,24.06,12.03,0,40.37,20.19,2,6,20170705,220,43661009,,,-1,442
1637.4,1413.62,706.81,0,1637.4,818.7,2,6,20170705,292,43661010,,,-1,442
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,6,20170705,349,43661011,,,-1,442
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,6,20170705,346,43661012,,,-1,442
57.68,63.45,31.72,0,57.68,28.84,2,6,20170705,235,43661013,,,-1,442
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,6,20170705,350,43661014,,,-1,442
100.93,60.14,12.03,0,100.93,20.19,5,6,20170705,215,43661015,,,-1,442
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170707,330,43662001,,,-1,227
2097.29,2065.73,413.15,0,2097.29,419.46,5,6,20170707,342,43662002,,,-1,227
367.88,362.97,181.49,0,367.88,183.94,2,6,20170707,272,43662003,,,-1,227
3499.18,3538.83,884.71,0,3499.18,874.79,4,6,20170707,315,43662004,,,-1,227
551.81,544.46,181.49,0,551.81,183.94,3,6,20170707,262,43662005,,,-1,227
2097.29,2065.73,413.15,0,2097.29,419.46,5,6,20170707,326,43662006,,,-1,227
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170707,332,43662007,,,-1,227
838.92,826.29,413.15,0,838.92,419.46,2,6,20170707,338,43662008,,,-1,227
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,6,20170707,314,43662009,,,-1,227
874.79,884.71,884.71,0,874.79,874.79,1,6,20170707,317,43662010,,,-1,227
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170707,328,43662011,,,-1,227
356.9,352.14,352.14,0,356.9,356.9,1,6,20170707,275,43662012,,,-1,227
5248.76,5308.25,884.71,0,5248.76,874.79,6,6,20170707,319,43662013,,,-1,227
183.94,181.49,181.49,0,183.94,183.94,1,6,20170707,270,43662014,,,-1,227
535.74,528.6,176.2,0,535.74,178.58,3,6,20170707,253,43662015,,,-1,227
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,6,20170707,310,43662016,,,-1,227
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170707,322,43662017,,,-1,227
183.94,181.49,181.49,0,183.94,183.94,1,6,20170707,264,43662018,,,-1,227
356.9,352.14,352.14,0,356.9,356.9,1,6,20170707,276,43662019,,,-1,227
178.58,176.2,176.2,0,178.58,178.58,1,6,20170707,285,43662020,,,-1,227
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170707,334,43662021,,,-1,227
874.79,884.71,884.71,0,874.79,874.79,1,6,20170707,316,43662022,,,-1,227
419.46,413.15,413.15,0,419.46,419.46,1,4,20170707,322,43663001,,,-1,510
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170707,345,43664001,,,-1,397
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,1,20170707,348,43664002,,,-1,397
28.84,31.72,31.72,0,28.84,28.84,1,1,20170707,229,43664003,,,-1,397
28.84,31.72,31.72,0,28.84,28.84,1,1,20170707,235,43664004,,,-1,397
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170707,350,43664005,,,-1,397
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,1,20170707,344,43664006,,,-1,397
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170707,346,43664007,,,-1,397
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170707,351,43664008,,,-1,397
40.37,24.06,12.03,0,40.37,20.19,2,1,20170707,220,43665001,,,-1,146
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170707,346,43665002,,,-1,146
20.19,12.03,12.03,0,20.19,20.19,1,1,20170707,212,43665003,,,-1,146
57.68,63.45,31.72,0,57.68,28.84,2,1,20170707,232,43665004,,,-1,146
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170707,350,43665005,,,-1,146
10.37,11.41,5.71,0,10.37,5.19,2,1,20170707,223,43665006,,,-1,146
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170707,348,43665007,,,-1,146
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170707,351,43665008,,,-1,146
34.2,20.38,3.4,0,34.2,5.7,6,1,20170707,218,43665009,,,-1,146
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170707,349,43665010,,,-1,146
419.46,413.15,413.15,0,419.46,419.46,1,4,20170709,330,43666001,,,-1,511
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,4,20170709,314,43666002,,,-1,511
356.9,352.14,352.14,0,356.9,356.9,1,4,20170709,275,43666003,,,-1,511
874.79,884.71,884.71,0,874.79,874.79,1,4,20170709,317,43666004,,,-1,511
838.92,826.29,413.15,0,838.92,419.46,2,4,20170709,338,43666005,,,-1,511
419.46,413.15,413.15,0,419.46,419.46,1,4,20170709,334,43666006,,,-1,511
17.1,10.19,3.4,0,17.1,5.7,3,3,20170710,219,43667001,,,-1,646
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,3,20170710,346,43667002,,,-1,646
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,3,20170710,351,43667003,,,-1,646
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,3,20170710,348,43667004,,,-1,646
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,20170710,317,43668001,,,-1,514
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,6,20170710,314,43668002,,,-1,514
2936.21,2892.02,413.15,0,2936.21,419.46,7,6,20170710,322,43668003,,,-1,514
2516.75,2478.88,413.15,0,2516.75,419.46,6,6,20170710,332,43668004,,,-1,514
173.04,190.35,31.72,0,173.04,28.84,6,6,20170710,232,43668005,,,-1,514
1103.63,1088.91,181.49,0,1103.63,183.94,6,6,20170710,272,43668006,,,-1,514
40.37,24.06,12.03,0,40.37,20.19,2,6,20170710,212,43668007,,,-1,514
40.37,24.06,12.03,0,40.37,20.19,2,6,20170710,220,43668008,,,-1,514
1749.59,1769.42,884.71,0,1749.59,874.79,2,6,20170710,315,43668009,,,-1,514
20.75,22.82,5.71,0,20.75,5.19,4,6,20170710,223,43668010,,,-1,514
367.88,362.97,181.49,0,367.88,183.94,2,6,20170710,270,43668011,,,-1,514
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,20170710,316,43668012,,,-1,514
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170710,324,43668013,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,20170710,342,43668014,,,-1,514
551.81,544.46,181.49,0,551.81,183.94,3,6,20170710,264,43668015,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,20170710,330,43668016,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,20170710,334,43668017,,,-1,514
367.88,362.97,181.49,0,367.88,183.94,2,6,20170710,262,43668018,,,-1,514
28.84,31.72,31.72,0,28.84,28.84,1,6,20170710,235,43668019,,,-1,514
838.92,826.29,413.15,0,838.92,419.46,2,6,20170710,338,43668020,,,-1,514
1427.59,1408.56,352.14,0,1427.59,356.9,4,6,20170710,275,43668021,,,-1,514
5248.76,5308.25,884.71,0,5248.76,874.79,6,6,20170710,319,43668022,,,-1,514
1677.84,1652.59,413.15,0,1677.84,419.46,4,6,20170710,326,43668023,,,-1,514
535.74,528.6,176.2,0,535.74,178.58,3,6,20170710,285,43668024,,,-1,514
115.36,126.9,31.72,0,115.36,28.84,4,6,20170710,229,43668025,,,-1,514
535.74,528.6,176.2,0,535.74,178.58,3,6,20170710,253,43668026,,,-1,514
20.19,12.03,12.03,0,20.19,20.19,1,6,20170710,215,43668027,,,-1,514
1070.69,1056.42,352.14,0,1070.69,356.9,3,6,20170710,276,43668028,,,-1,514
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170710,328,43668029,,,-1,514
714.7,617.03,617.03,0,714.7,714.7,1,1,20170710,304,43669001,,,-1,578
5.7,3.4,3.4,0,5.7,5.7,1,3,20170712,219,43670001,,,-1,504
11.4,6.79,3.4,0,11.4,5.7,2,3,20170712,218,43670002,,,-1,504
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,3,20170712,346,43670003,,,-1,504
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,3,20170712,349,43670004,,,-1,504
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,1,20170715,314,43671001,,,-1,200
57.68,63.45,31.72,0,57.68,28.84,2,1,20170715,229,43671002,,,-1,200
874.79,884.71,884.71,0,874.79,874.79,1,1,20170715,317,43671003,,,-1,200
838.92,826.29,413.15,0,838.92,419.46,2,1,20170715,338,43671004,,,-1,200
713.8,704.28,352.14,0,713.8,356.9,2,1,20170715,275,43671005,,,-1,200
838.92,826.29,413.15,0,838.92,419.46,2,1,20170715,328,43671006,,,-1,200
1749.59,1769.42,884.71,0,1749.59,874.79,2,1,20170715,316,43671007,,,-1,200
838.92,826.29,413.15,0,838.92,419.46,2,1,20170715,330,43671008,,,-1,200
28.84,31.72,31.72,0,28.84,28.84,1,1,20170715,235,43671009,,,-1,200
20.19,12.03,12.03,0,20.19,20.19,1,1,20170715,220,43671010,,,-1,200
20.19,12.03,12.03,0,20.19,20.19,1,1,20170715,215,43671011,,,-1,200
34.2,20.38,3.4,0,34.2,5.7,6,6,20170716,218,43672001,,,-1,119
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,6,20170716,349,43672002,,,-1,119
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,6,20170716,347,43672003,,,-1,119
874.79,884.71,884.71,0,874.79,874.79,1,2,20170716,315,43673001,,,-1,618
86.52,95.17,31.72,0,86.52,28.84,3,2,20170716,232,43673002,,,-1,618
183.94,181.49,181.49,0,183.94,183.94,1,2,20170716,270,43673003,,,-1,618
838.92,826.29,413.15,0,838.92,419.46,2,2,20170716,324,43673004,,,-1,618
419.46,413.15,413.15,0,419.46,419.46,1,2,20170716,326,43673005,,,-1,618
357.16,352.4,176.2,0,357.16,178.58,2,2,20170716,285,43673006,,,-1,618
838.92,826.29,413.15,0,838.92,419.46,2,2,20170716,342,43673007,,,-1,618
5.19,5.71,5.71,0,5.19,5.19,1,2,20170716,223,43673008,,,-1,618
40.37,24.06,12.03,0,40.37,20.19,2,2,20170716,215,43673009,,,-1,618
20.19,12.03,12.03,0,20.19,20.19,1,2,20170716,220,43673010,,,-1,618
80.75,48.11,12.03,0,80.75,20.19,4,2,20170716,212,43673011,,,-1,618
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,20170717,319,43674001,,,-1,83
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,20170717,324,43675001,,,-1,670
100.93,60.14,12.03,0,100.93,20.19,5,3,20170717,220,43675002,,,-1,670
357.16,352.4,176.2,0,357.16,178.58,2,3,20170717,285,43675003,,,-1,670
20.19,12.03,12.03,0,20.19,20.19,1,3,20170717,215,43675004,,,-1,670
838.92,826.29,413.15,0,838.92,419.46,2,3,20170717,326,43675005,,,-1,670
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,20170717,319,43675006,,,-1,670
10.37,11.41,5.71,0,10.37,5.19,2,3,20170717,223,43675007,,,-1,670
874.79,884.71,884.71,0,874.79,874.79,1,3,20170717,315,43675008,,,-1,670
86.52,95.17,31.72,0,86.52,28.84,3,3,20170717,232,43675009,,,-1,670
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,20170717,349,43676001,,,-1,17
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,20170717,351,43676002,,,-1,17
5.7,3.4,3.4,0,5.7,5.7,1,5,20170717,219,43676003,,,-1,17
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,5,20170717,348,43676004,,,-1,17
22.8,13.59,3.4,0,22.8,5.7,4,5,20170717,218,43676005,,,-1,17
86.52,95.17,31.72,0,86.52,28.84,3,6,20170718,232,43677001,,,-1,679
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,6,20170718,314,43677002,,,-1,679
874.79,884.71,884.71,0,874.79,874.79,1,6,20170718,319,43677003,,,-1,679
419.46,413.15,413.15,0,419.46,419.46,1,6,20170718,342,43677004,,,-1,679
40.37,24.06,12.03,0,40.37,20.19,2,6,20170718,215,43677005,,,-1,679
1677.84,1652.59,413.15,0,1677.84,419.46,4,6,20170718,322,43677006,,,-1,679
838.92,826.29,413.15,0,838.92,419.46,2,6,20170718,332,43677007,,,-1,679
419.46,413.15,413.15,0,419.46,419.46,1,6,20170718,328,43677008,,,-1,679
25.93,28.53,5.71,0,25.93,5.19,5,6,20170718,223,43677009,,,-1,679
20.19,12.03,12.03,0,20.19,20.19,1,6,20170718,212,43677010,,,-1,679
874.79,884.71,884.71,0,874.79,874.79,1,6,20170718,315,43677011,,,-1,679
367.88,362.97,181.49,0,367.88,183.94,2,6,20170718,270,43677012,,,-1,679
419.46,413.15,413.15,0,419.46,419.46,1,4,20170718,322,43678001,,,-1,203
357.16,352.4,176.2,0,357.16,178.58,2,4,20170718,285,43678002,,,-1,203
419.46,413.15,413.15,0,419.46,419.46,1,4,20170718,332,43678003,,,-1,203
713.8,704.28,352.14,0,713.8,356.9,2,4,20170718,275,43678004,,,-1,203
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,20170718,326,43678005,,,-1,203
838.92,826.29,413.15,0,838.92,419.46,2,4,20170718,324,43678006,,,-1,203
15.56,17.12,5.71,0,15.56,5.19,3,4,20170718,223,43678007,,,-1,203
80.75,48.11,12.03,0,80.75,20.19,4,4,20170718,215,43678008,,,-1,203
367.88,362.97,181.49,0,367.88,183.94,2,4,20170718,270,43678009,,,-1,203
874.79,884.71,884.71,0,874.79,874.79,1,4,20170718,317,43678010,,,-1,203
367.88,362.97,181.49,0,367.88,183.94,2,4,20170718,262,43678011,,,-1,203
28.84,31.72,31.72,0,28.84,28.84,1,4,20170718,235,43678012,,,-1,203
419.46,413.15,413.15,0,419.46,419.46,1,4,20170718,342,43678013,,,-1,203
1749.59,1769.42,884.71,0,1749.59,874.79,2,4,20170718,319,43678014,,,-1,203
57.68,63.45,31.72,0,57.68,28.84,2,4,20170718,232,43678015,,,-1,203
874.79,884.71,884.71,0,874.79,874.79,1,4,20170718,315,43678016,,,-1,203
874.79,884.71,884.71,0,874.79,874.79,1,4,20170718,316,43678017,,,-1,203
60.56,36.08,12.03,0,60.56,20.19,3,4,20170718,220,43678018,,,-1,203
20.19,12.03,12.03,0,20.19,20.19,1,4,20170718,212,43678019,,,-1,203
419.46,413.15,413.15,0,419.46,419.46,1,6,20170718,322,43679001,,,-1,480
838.92,826.29,413.15,0,838.92,419.46,2,6,20170718,342,43679002,,,-1,480
57.68,63.45,31.72,0,57.68,28.84,2,6,20170718,232,43679003,,,-1,480
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,20170718,322,43680001,,,-1,491
1749.59,1769.42,884.71,0,1749.59,874.79,2,4,20170718,317,43680002,,,-1,491
357.16,352.4,176.2,0,357.16,178.58,2,4,20170718,285,43680003,,,-1,491
80.75,48.11,12.03,0,80.75,20.19,4,4,20170718,212,43680004,,,-1,491
183.94,181.49,181.49,0,183.94,183.94,1,4,20170718,270,43680005,,,-1,491
20.19,12.03,12.03,0,20.19,20.19,1,4,20170718,220,43680006,,,-1,491
57.68,63.45,31.72,0,57.68,28.84,2,4,20170718,232,43680007,,,-1,491
367.88,362.97,181.49,0,367.88,183.94,2,4,20170718,262,43680008,,,-1,491
874.79,884.71,884.71,0,874.79,874.79,1,4,20170718,319,43680009,,,-1,491
419.46,413.15,413.15,0,419.46,419.46,1,4,20170718,324,43680010,,,-1,491
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,4,20170718,314,43680011,,,-1,491
40.37,24.06,12.03,0,40.37,20.19,2,4,20170718,215,43680012,,,-1,491
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,20170718,332,43680013,,,-1,491
15.56,17.12,5.71,0,15.56,5.19,3,4,20170718,223,43680014,,,-1,491
419.46,413.15,413.15,0,419.46,419.46,1,4,20170718,328,43680015,,,-1,491
173.04,190.35,31.72,0,173.04,28.84,6,5,20170719,232,43681001,,,-1,423
2097.29,2065.73,413.15,0,2097.29,419.46,5,5,20170719,326,43681002,,,-1,423
356.9,352.14,352.14,0,356.9,356.9,1,5,20170719,275,43681003,,,-1,423
20.19,12.03,12.03,0,20.19,20.19,1,5,20170719,212,43681004,,,-1,423
183.94,181.49,181.49,0,183.94,183.94,1,5,20170719,270,43681005,,,-1,423
40.37,24.06,12.03,0,40.37,20.19,2,5,20170719,215,43681006,,,-1,423
1258.38,1239.44,413.15,0,1258.38,419.46,3,5,20170719,342,43681007,,,-1,423
367.88,362.97,181.49,0,367.88,183.94,2,5,20170719,272,43681008,,,-1,423
2624.38,2654.12,884.71,0,2624.38,874.79,3,5,20170719,319,43681009,,,-1,423
419.46,413.15,413.15,0,419.46,419.46,1,5,20170719,338,43681010,,,-1,423
838.92,826.29,413.15,0,838.92,419.46,2,5,20170719,324,43681011,,,-1,423
357.16,352.4,176.2,0,357.16,178.58,2,5,20170719,285,43681012,,,-1,423
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,5,20170719,314,43681013,,,-1,423
57.68,63.45,31.72,0,57.68,28.84,2,5,20170719,229,43681014,,,-1,423
838.92,826.29,413.15,0,838.92,419.46,2,5,20170719,330,43681015,,,-1,423
838.92,826.29,413.15,0,838.92,419.46,2,5,20170719,322,43681016,,,-1,423
874.79,884.71,884.71,0,874.79,874.79,1,5,20170719,317,43681017,,,-1,423
57.68,63.45,31.72,0,57.68,28.84,2,5,20170719,235,43681018,,,-1,423
40.37,24.06,12.03,0,40.37,20.19,2,5,20170719,220,43681019,,,-1,423
183.94,181.49,181.49,0,183.94,183.94,1,5,20170719,262,43681020,,,-1,423
10.37,11.41,5.71,0,10.37,5.19,2,5,20170719,223,43681021,,,-1,423
1749.59,1769.42,884.71,0,1749.59,874.79,2,2,20170719,319,43682001,,,-1,486
419.46,413.15,413.15,0,419.46,419.46,1,2,20170719,326,43682002,,,-1,486
838.92,826.29,413.15,0,838.92,419.46,2,2,20170719,322,43682003,,,-1,486
838.92,826.29,413.15,0,838.92,419.46,2,2,20170719,342,43682004,,,-1,486
28.84,31.72,31.72,0,28.84,28.84,1,2,20170719,232,43682005,,,-1,486
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170720,349,43683001,,,-1,506
57.68,63.45,31.72,0,57.68,28.84,2,1,20170720,232,43683002,,,-1,506
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,20170720,346,43683003,,,-1,506
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170720,347,43683004,,,-1,506
20.19,12.03,12.03,0,20.19,20.19,1,1,20170720,215,43683005,,,-1,506
40.37,24.06,12.03,0,40.37,20.19,2,1,20170720,220,43683006,,,-1,506
15.56,17.12,5.71,0,15.56,5.19,3,1,20170720,223,43683007,,,-1,506
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,1,20170720,348,43683008,,,-1,506
12149.96,11388.57,1898.09,0,12149.96,2024.99,6,1,20170720,350,43683009,,,-1,506
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170720,345,43683010,,,-1,506
60.56,36.08,12.03,0,60.56,20.19,3,1,20170720,212,43683011,,,-1,506
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,1,20170720,351,43683012,,,-1,506
34.2,20.38,3.4,0,34.2,5.7,6,1,20170720,218,43683013,,,-1,506
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,20170722,315,43684001,,,-1,549
838.92,826.29,413.15,0,838.92,419.46,2,5,20170722,326,43684002,,,-1,549
419.46,413.15,413.15,0,419.46,419.46,1,5,20170722,322,43684003,,,-1,549
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,20170722,319,43684004,,,-1,549
419.46,413.15,413.15,0,419.46,419.46,1,5,20170722,342,43684005,,,-1,549
419.46,413.15,413.15,0,419.46,419.46,1,5,20170722,328,43684006,,,-1,549
1258.38,1239.44,413.15,0,1258.38,419.46,3,5,20170723,332,43685001,,,-1,458
419.46,413.15,413.15,0,419.46,419.46,1,5,20170723,328,43685002,,,-1,458
874.79,884.71,884.71,0,874.79,874.79,1,5,20170723,315,43685003,,,-1,458
183.94,181.49,181.49,0,183.94,183.94,1,5,20170723,262,43685004,,,-1,458
2624.38,2654.12,884.71,0,2624.38,874.79,3,1,20170724,319,43686001,,,-1,344
419.46,413.15,413.15,0,419.46,419.46,1,1,20170724,326,43686002,,,-1,344
419.46,413.15,413.15,0,419.46,419.46,1,1,20170724,342,43686003,,,-1,344
419.46,413.15,413.15,0,419.46,419.46,1,2,20170724,338,43687001,,,-1,269
838.92,826.29,413.15,0,838.92,419.46,2,2,20170724,332,43687002,,,-1,269
183.94,181.49,181.49,0,183.94,183.94,1,2,20170725,262,43688001,,,-1,161
838.92,826.29,413.15,0,838.92,419.46,2,2,20170725,322,43688002,,,-1,161
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,20170725,326,43688003,,,-1,161
178.58,176.2,176.2,0,178.58,178.58,1,2,20170725,285,43688004,,,-1,161
419.46,413.15,413.15,0,419.46,419.46,1,2,20170725,328,43688005,,,-1,161
367.88,362.97,181.49,0,367.88,183.94,2,2,20170725,270,43688006,,,-1,161
1749.59,1769.42,884.71,0,1749.59,874.79,2,2,20170725,315,43688007,,,-1,161
1749.59,1769.42,884.71,0,1749.59,874.79,2,2,20170725,319,43688008,,,-1,161
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,20170725,332,43688009,,,-1,161
419.46,413.15,413.15,0,419.46,419.46,1,2,20170725,342,43688010,,,-1,161
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,2,20170725,314,43688011,,,-1,161
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,20170726,330,43689001,,,-1,166
183.94,181.49,181.49,0,183.94,183.94,1,4,20170726,262,43865005,,,-1,328
735.75,725.94,181.49,0,735.75,183.94,4,4,20170726,270,43865006,,,-1,328
419.46,413.15,413.15,0,419.46,419.46,1,4,20170726,326,43865007,,,-1,328
838.92,826.29,413.15,0,838.92,419.46,2,4,20170726,328,43865008,,,-1,328
144.2,158.62,31.72,0,144.2,28.84,5,4,20170726,232,43865009,,,-1,328
178.58,176.2,176.2,0,178.58,178.58,1,4,20170726,285,43865010,,,-1,328
15.56,17.12,5.71,0,15.56,5.19,3,4,20170726,223,43865011,,,-1,328
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,20170726,332,43865012,,,-1,328
1258.38,1239.44,413.15,0,1258.38,419.46,3,4,20170726,324,43865013,,,-1,328
2624.38,2654.12,884.71,0,2624.38,874.79,3,4,20170726,315,43865014,,,-1,328
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170726,344,43866001,,,-1,289
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170726,350,43866002,,,-1,289
11.4,6.79,3.4,0,11.4,5.7,2,1,20170726,218,43866003,,,-1,289
20.19,12.03,12.03,0,20.19,20.19,1,1,20170726,215,43867001,,,-1,145
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170726,347,43867002,,,-1,145
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170726,349,43867003,,,-1,145
57.68,63.45,31.72,0,57.68,28.84,2,1,20170726,232,43867004,,,-1,145
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,20170726,346,43867005,,,-1,145
11.4,6.79,3.4,0,11.4,5.7,2,1,20170726,218,43867006,,,-1,145
86.52,95.17,31.72,0,86.52,28.84,3,1,20170726,229,43867007,,,-1,145
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,1,20170726,344,43867008,,,-1,145
40.37,24.06,12.03,0,40.37,20.19,2,1,20170726,220,43867009,,,-1,145
20.19,12.03,12.03,0,20.19,20.19,1,1,20170726,212,43867010,,,-1,145
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170726,351,43867011,,,-1,145
20.75,22.82,5.71,0,20.75,5.19,4,1,20170728,223,43867012,,,-1,145
1429.41,1234.06,617.03,0,1429.41,714.7,2,1,20170729,296,43867013,,,-1,145
722.59,623.84,623.84,0,722.59,722.59,1,1,20170729,307,43867014,,,-1,145
2167.78,1871.52,623.84,0,2167.78,722.59,3,1,20170729,293,43867015,,,-1,145
1637.4,1413.62,706.81,0,1637.4,818.7,2,1,20170729,292,43867016,,,-1,145
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170729,350,43867017,,,-1,145
28.84,31.72,31.72,0,28.84,28.84,1,1,20170729,235,43867018,,,-1,145
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,6,20170729,310,43868001,,,-1,478
714.7,617.03,617.03,0,714.7,714.7,1,1,20170729,304,43869001,,,-1,650
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,1,20170729,348,43869002,,,-1,650
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170729,350,43869003,,,-1,650
1619.52,1398.19,699.09,0,1619.52,809.76,2,1,20170729,300,43869004,,,-1,650
10199.97,9560.77,1912.15,0,10199.97,2039.99,5,1,20170729,344,43869005,,,-1,650
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,1,20170729,345,43869006,,,-1,650
714.7,617.03,617.03,0,714.7,714.7,1,1,20170729,296,43869007,,,-1,650
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170729,347,43869008,,,-1,650
